category_number,drxfcsd,level,parent,max_level_by_num,max_level_skips,ancestors,branch
28340510,"chicken or turkey noodle soup, chunky style, canned or ready-to-serve",4,3802,4,3,"0,3802,3","0,3802,3,28340510"
28340520,"chicken soup, canned, undiluted",4,3802,4,3,"0,3802,3","0,3802,3,28340520"
28340550,sweet and sour soup,4,3802,4,3,"0,3802,3","0,3802,3,28340550"
28340580,"chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, asian style",4,3802,4,3,"0,3802,3","0,3802,3,28340580"
28340590,"chicken or turkey corn soup with noodles, home recipe",4,3802,4,3,"0,3802,3","0,3802,3,28340590"
28340600,"chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",4,3802,4,3,"0,3802,3","0,3802,3,28340600"
28340610,"chicken or turkey vegetable soup, stew type",4,3802,4,3,"0,3802,3","0,3802,3,28340610"
28340630,"chicken or turkey vegetable soup with rice, stew type, chunky style",4,3802,4,3,"0,3802,3","0,3802,3,28340630"
28340640,"chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",4,3802,4,3,"0,3802,3","0,3802,3,28340640"
28340650,"chicken vegetable soup with rice, stew type, chunky style, prepared with milk",4,3802,4,3,"0,3802,3","0,3802,3,28340650"
28340660,"chicken or turkey vegetable soup, home recipe",4,3802,4,3,"0,3802,3","0,3802,3,28340660"
28340670,"chicken or turkey vegetable soup with rice, home recipe, mexican style",4,3802,4,3,"0,3802,3","0,3802,3,28340670"
28340680,"chicken or turkey and corn hominy soup,  home recipe, mexican style",4,3802,4,3,"0,3802,3","0,3802,3,28340680"
28340690,"chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",4,3802,4,3,"0,3802,3","0,3802,3,28340690"
28340700,bird's nest soup,4,3802,4,3,"0,3802,3","0,3802,3,28340700"
28340750,hot and sour soup,4,3802,4,3,"0,3802,3","0,3802,3,28340750"
28340800,"chicken or turkey soup with vegetables and fruit, asian style",4,3802,4,3,"0,3802,3","0,3802,3,28340800"
28345010,"chicken or turkey soup, cream of, canned, reduced sodium, ns as to made with milk or water",4,3802,4,3,"0,3802,3","0,3802,3,28345010"
28345020,"chicken or turkey soup, cream of, canned, reduced sodium, made with milk",4,3802,4,3,"0,3802,3","0,3802,3,28345020"
28345030,"chicken or turkey soup, cream of, canned, reduced sodium, made with water",4,3802,4,3,"0,3802,3","0,3802,3,28345030"
28345040,"chicken or turkey soup, cream of, canned, reduced sodium, undiluted",4,3802,4,3,"0,3802,3","0,3802,3,28345040"
28345110,"chicken or turkey soup, cream of, ns as to prepared with milk or water",4,3802,4,3,"0,3802,3","0,3802,3,28345110"
28345120,"chicken or turkey soup, cream of, prepared with milk",4,3802,4,3,"0,3802,3","0,3802,3,28345120"
28345130,"chicken or turkey soup, cream of, prepared with water",4,3802,4,3,"0,3802,3","0,3802,3,28345130"
28345140,"chicken or turkey soup, cream of, canned, undiluted",4,3802,4,3,"0,3802,3","0,3802,3,28345140"
28345160,"chicken or turkey mushroom soup, cream of, prepared with milk",4,3802,4,3,"0,3802,3","0,3802,3,28345160"
28345170,duck soup,4,3802,4,3,"0,3802,3","0,3802,3,28345170"
28350040,"fish stock, home recipe",4,3802,4,3,"0,3802,3","0,3802,3,28350040"
28350050,fish chowder,4,3802,4,3,"0,3802,3","0,3802,3,28350050"
28350110,"crab soup, ns as to tomato-base or cream style",4,3802,4,3,"0,3802,3","0,3802,3,28350110"
28350120,"crab soup, tomato-base",4,3802,4,3,"0,3802,3","0,3802,3,28350120"
28350210,"clam chowder, ns as to manhattan or new england style",4,3802,4,3,"0,3802,3","0,3802,3,28350210"
28350220,"clam chowder, manhattan",4,3802,4,3,"0,3802,3","0,3802,3,28350220"
28350310,turtle and vegetable soup,4,3802,4,3,"0,3802,3","0,3802,3,28350310"
28351110,"fish and vegetable soup, no potatoes, mexican style",4,3802,4,3,"0,3802,3","0,3802,3,28351110"
28351120,"fish soup with potatoes, mexican style",4,3802,4,3,"0,3802,3","0,3802,3,28351120"
28351160,"codfish, rice, and vegetable soup, puerto rican style",4,3802,4,3,"0,3802,3","0,3802,3,28351160"
28351170,"codfish soup with noodles, puerto rican style",4,3802,4,3,"0,3802,3","0,3802,3,28351170"
28355110,"clam chowder, new england, ns as to prepared with water or milk",4,3802,4,3,"0,3802,3","0,3802,3,28355110"
28355120,"clam chowder, new england, prepared with milk",4,3802,4,3,"0,3802,3","0,3802,3,28355120"
28355130,"clam chowder, new england, prepared with water",4,3802,4,3,"0,3802,3","0,3802,3,28355130"
28355140,"clam chowder, new england, reduced sodium, canned or ready-to-serve",4,3802,4,3,"0,3802,3","0,3802,3,28355140"
28355210,"crab soup, cream of, prepared with milk",4,3802,4,3,"0,3802,3","0,3802,3,28355210"
28355250,lobster bisque,4,3802,4,3,"0,3802,3","0,3802,3,28355250"
28355260,lobster gumbo,4,3006,4,4,"0,3006,3000,3","0,3006,3000,3,28355260"
28355310,oyster stew,4,3802,4,3,"0,3802,3","0,3802,3,28355310"
28355350,"salmon soup, cream style",4,3802,4,3,"0,3802,3","0,3802,3,28355350"
28355410,"shrimp soup, cream of, ns as to prepared with milk or water",4,3802,4,3,"0,3802,3","0,3802,3,28355410"
28355420,"shrimp soup, cream of, prepared with milk",4,3802,4,3,"0,3802,3","0,3802,3,28355420"
28355430,"shrimp soup, cream of, prepared with water",4,3802,4,3,"0,3802,3","0,3802,3,28355430"
28355440,shrimp gumbo,4,3006,4,4,"0,3006,3000,3","0,3006,3000,3,28355440"
28355450,"seafood soup with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy",4,3802,4,3,"0,3802,3","0,3802,3,28355450"
28355460,"seafood soup with potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy",4,3802,4,3,"0,3802,3","0,3802,3,28355460"
28355470,"seafood soup with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes",4,3802,4,3,"0,3802,3","0,3802,3,28355470"
28355480,"seafood soup with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes",4,3802,4,3,"0,3802,3","0,3802,3,28355480"
28360100,"meat broth, puerto rican style",4,3802,4,3,"0,3802,3","0,3802,3,28360100"
28360210,"spanish vegetable soup, puerto rican style",4,3802,4,3,"0,3802,3","0,3802,3,28360210"
28400000,"gelatin drink, powder, unflavored, unsweetened, reconstituted",4,7106,4,4,"0,7106,7100,8","0,7106,7100,8,28400000"
28401200,"gelatin drink, powder, flavored, with low-calorie sweetener, reconstituted",4,7106,4,4,"0,7106,7100,8","0,7106,7100,8,28401200"
28410000,bee pollen,4,9999,4,3,"0,9999,15","0,9999,15,28410000"
28500000,"gravy, poultry",4,8412,4,3,"0,8412,12","0,8412,12,28500000"
28500010,"gravy, meat or poultry, with wine",4,8412,4,3,"0,8412,12","0,8412,12,28500010"
28500020,"gravy, meat, with fruit",4,8412,4,3,"0,8412,12","0,8412,12,28500020"
28500040,"gravy, beef",4,8412,4,3,"0,8412,12","0,8412,12,28500040"
28500150,"gravy, redeye",4,8412,4,3,"0,8412,12","0,8412,12,28500150"
28501010,"gravy, beef, fat free",4,8412,4,3,"0,8412,12","0,8412,12,28501010"
28501110,"gravy, poultry, fat free",4,8412,4,3,"0,8412,12","0,8412,12,28501110"
28520000,"gravy, made with soy sauce",4,8412,4,3,"0,8412,12","0,8412,12,28520000"
28520010,"gravy, nfs",4,8412,4,3,"0,8412,12","0,8412,12,28520010"
28520100,oyster sauce,4,8404,4,3,"0,8404,12","0,8404,12,28520100"
28522000,mole sauce,4,8412,4,3,"0,8412,12","0,8412,12,28522000"
31101010,"egg, whole, raw",4,2502,4,3,"0,2502,2","0,2502,2,31101010"
31102000,"egg, whole, cooked, ns as to cooking method",4,2502,4,3,"0,2502,2","0,2502,2,31102000"
31103010,"egg, whole, boiled or poached",4,2502,4,3,"0,2502,2","0,2502,2,31103010"
31105000,"egg, whole, fried",4,2502,4,3,"0,2502,2","0,2502,2,31105000"
31105005,"egg, whole, fried, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,31105005"
31105010,"egg, whole, fried no added fat",4,2502,4,3,"0,2502,2","0,2502,2,31105010"
31105020,"egg, whole, fried with margarine",4,2502,4,3,"0,2502,2","0,2502,2,31105020"
31105030,"egg, whole, fried with oil",4,2502,4,3,"0,2502,2","0,2502,2,31105030"
31105040,"egg, whole, fried with butter",4,2502,4,3,"0,2502,2","0,2502,2,31105040"
31105060,"egg, whole, fried with animal fat or meat drippings",4,2502,4,3,"0,2502,2","0,2502,2,31105060"
31105080,"egg, whole, fried with cooking spray",4,2502,4,3,"0,2502,2","0,2502,2,31105080"
31105085,"egg, whole, fried, ns as to fat type",4,2502,4,3,"0,2502,2","0,2502,2,31105085"
31105090,"egg, whole, fried, from fast food / restaurant",4,2502,4,3,"0,2502,2","0,2502,2,31105090"
31106000,"egg, whole, baked, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,31106000"
31106010,"egg, whole, baked, no added fat",4,2502,4,3,"0,2502,2","0,2502,2,31106010"
31106020,"egg, whole, baked, fat added",4,2502,4,3,"0,2502,2","0,2502,2,31106020"
31107000,"egg, whole, pickled",4,2502,4,3,"0,2502,2","0,2502,2,31107000"
31108010,"egg, white only, raw",4,2502,4,3,"0,2502,2","0,2502,2,31108010"
31108100,"egg, white, cooked, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,31108100"
31108110,"egg, white, cooked, no added fat",4,2502,4,3,"0,2502,2","0,2502,2,31108110"
31108120,"egg, white, cooked, fat added",4,2502,4,3,"0,2502,2","0,2502,2,31108120"
31109020,"egg, white only, cooked, fat added in cooking",4,2502,4,3,"0,2502,2","0,2502,2,31109020"
31110010,"egg, yolk only, raw",4,2502,4,3,"0,2502,2","0,2502,2,31110010"
31111000,"egg, yolk only, cooked, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,31111000"
31111010,"egg, yolk only, cooked, no added fat",4,2502,4,3,"0,2502,2","0,2502,2,31111010"
31111020,"egg, yolk only, cooked, fat added",4,2502,4,3,"0,2502,2","0,2502,2,31111020"
31201000,"duck egg, cooked",4,2502,4,3,"0,2502,2","0,2502,2,31201000"
31202000,"goose egg, cooked",4,2502,4,3,"0,2502,2","0,2502,2,31202000"
31203000,"quail egg, canned",4,2502,4,3,"0,2502,2","0,2502,2,31203000"
32101000,"egg, creamed",4,2502,4,3,"0,2502,2","0,2502,2,32101000"
32101500,"egg, benedict",4,2502,4,3,"0,2502,2","0,2502,2,32101500"
32101530,egg curry,4,6422,4,4,"0,6422,6400,7","0,6422,6400,7,32101530"
32102000,"egg, deviled",4,2502,4,3,"0,2502,2","0,2502,2,32102000"
32103000,"egg salad, made with mayonnaise",4,2502,4,3,"0,2502,2","0,2502,2,32103000"
32103015,"egg salad, made with light mayonnaise",4,2502,4,3,"0,2502,2","0,2502,2,32103015"
32103020,"egg salad, made with mayonnaise-type salad dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103020"
32103025,"egg salad, made with light mayonnaise-type salad dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103025"
32103030,"egg salad, made with creamy dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103030"
32103035,"egg salad, made with light creamy dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103035"
32103040,"egg salad, made with italian dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103040"
32103045,"egg salad, made with light italian dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103045"
32103050,"egg salad, made with any type of fat free dressing",4,2502,4,3,"0,2502,2","0,2502,2,32103050"
32104100,"egg, scrambled, made from dry eggs",4,2502,4,3,"0,2502,2","0,2502,2,32104100"
32105000,"egg omelet or scrambled egg, fat added in cooking",4,2502,4,3,"0,2502,2","0,2502,2,32105000"
32105010,"egg omelet or scrambled egg, with cheese",4,2502,4,3,"0,2502,2","0,2502,2,32105010"
32105013,"egg omelet or scrambled egg, with seafood",4,2502,4,3,"0,2502,2","0,2502,2,32105013"
32105020,"egg omelet or scrambled egg, with fish",4,2502,4,3,"0,2502,2","0,2502,2,32105020"
32105030,"egg omelet or scrambled egg, with ham or bacon",4,2502,4,3,"0,2502,2","0,2502,2,32105030"
32105040,"egg omelet or scrambled egg, with dark-green vegetables",4,2502,4,3,"0,2502,2","0,2502,2,32105040"
32105045,"egg omelet or scrambled egg, with cheese and dark-green vegetables",4,2502,4,3,"0,2502,2","0,2502,2,32105045"
32105048,"egg omelet or scrambled egg, with mushrooms",4,2502,4,3,"0,2502,2","0,2502,2,32105048"
32105049,"egg omelet or scrambled egg, with cheese and mushrooms",4,2502,4,3,"0,2502,2","0,2502,2,32105049"
32105050,"egg omelet or scrambled egg, with vegetables other than dark-green",4,2502,4,3,"0,2502,2","0,2502,2,32105050"
32105055,"egg omelet or scrambled egg, with cheese and vegetables other than dark-green",4,2502,4,3,"0,2502,2","0,2502,2,32105055"
32105059,"egg omelet or scrambled egg, with ham or bacon, and dark-green vegetables",4,2502,4,3,"0,2502,2","0,2502,2,32105059"
32105060,"egg omelet or scrambled egg, with ham or bacon and vegetables other than dark-green",4,2502,4,3,"0,2502,2","0,2502,2,32105060"
32105080,"egg omelet or scrambled egg, with ham or bacon and cheese",4,2502,4,3,"0,2502,2","0,2502,2,32105080"
32105081,"egg omelet or scrambled egg, with ham or bacon, cheese, and dark-green vegetables",4,2502,4,3,"0,2502,2","0,2502,2,32105081"
32105082,"egg omelet or scrambled egg, with ham or bacon, cheese, and vegetables other than dark-green",4,2502,4,3,"0,2502,2","0,2502,2,32105082"
32105085,"egg omelet or scrambled egg, with ham or bacon, cheese, and tomatoes",4,2502,4,3,"0,2502,2","0,2502,2,32105085"
32105100,"egg omelet or scrambled egg, with potatoes and/or onions (tortilla espanola, traditional style spanish omelet)",4,2502,4,3,"0,2502,2","0,2502,2,32105100"
32105110,"egg omelet or scrambled egg, with beef",4,2502,4,3,"0,2502,2","0,2502,2,32105110"
32105116,"egg omelet or scrambled egg, with sausage and dark-green vegetables",4,2502,4,3,"0,2502,2","0,2502,2,32105116"
32105117,"egg omelet or scrambled egg, with sausage, cheese, and dark-green vegetables",4,2502,4,3,"0,2502,2","0,2502,2,32105117"
32105118,"egg omelet or scrambled egg, with sausage and vegetables other than dark-green",4,2502,4,3,"0,2502,2","0,2502,2,32105118"
32105119,"egg omelet or scrambled egg, with sausage, cheese, and vegetables other than dark-green",4,2502,4,3,"0,2502,2","0,2502,2,32105119"
32105120,"egg omelet or scrambled egg, with sausage and mushrooms",4,2502,4,3,"0,2502,2","0,2502,2,32105120"
32105121,"egg omelet or scrambled egg, with sausage and cheese",4,2502,4,3,"0,2502,2","0,2502,2,32105121"
32105122,"egg omelet or scrambled egg, with sausage",4,2502,4,3,"0,2502,2","0,2502,2,32105122"
32105123,"egg omelet or scrambled egg, with sausage, cheese, and mushrooms",4,2502,4,3,"0,2502,2","0,2502,2,32105123"
32105125,"egg omelet or scrambled egg, with hot dogs",4,2502,4,3,"0,2502,2","0,2502,2,32105125"
32105126,"egg omelet or scrambled egg, with hot dog and cheese",4,2502,4,3,"0,2502,2","0,2502,2,32105126"
32105130,"egg omelet or scrambled egg, spanish omelet, made with onions, peppers, tomatoes, and mushrooms",4,2502,4,3,"0,2502,2","0,2502,2,32105130"
32105150,"egg omelet or scrambled egg, with cheese, beans, tomatoes, and chili sauce",4,2502,4,3,"0,2502,2","0,2502,2,32105150"
32105160,"egg omelet or scrambled egg, with chorizo",4,2502,4,3,"0,2502,2","0,2502,2,32105160"
32105161,"egg omelet or scrambled egg, with chorizo and cheese",4,2502,4,3,"0,2502,2","0,2502,2,32105161"
32105170,"egg omelet or scrambled egg, with chicken or turkey",4,2502,4,3,"0,2502,2","0,2502,2,32105170"
32105180,huevos rancheros,4,2502,4,3,"0,2502,2","0,2502,2,32105180"
32105190,"egg casserole with bread, cheese, milk and meat",4,2502,4,3,"0,2502,2","0,2502,2,32105190"
32105200,"egg foo yung, nfs",4,3404,4,4,"0,3404,3400,3","0,3404,3400,3,32105200"
32105210,chicken egg foo yung,4,3404,4,4,"0,3404,3400,3","0,3404,3400,3,32105210"
32105220,pork egg foo yung,4,3404,4,4,"0,3404,3400,3","0,3404,3400,3,32105220"
32105230,shrimp egg foo yung,4,3404,4,4,"0,3404,3400,3","0,3404,3400,3,32105230"
32105240,beef egg foo yung,4,3404,4,4,"0,3404,3400,3","0,3404,3400,3,32105240"
32105310,"ripe plantain omelet, puerto rican style",4,2502,4,3,"0,2502,2","0,2502,2,32105310"
32105330,"scrambled eggs with jerked beef, puerto rican style",4,2502,4,3,"0,2502,2","0,2502,2,32105330"
32110100,"eggs a la malaguena, puerto rican style",4,2502,4,3,"0,2502,2","0,2502,2,32110100"
32110150,shrimp-egg patty,4,2502,4,3,"0,2502,2","0,2502,2,32110150"
32120100,"egg dessert, puerto rican style",4,5804,4,4,"0,5804,5800,5","0,5804,5800,5,32120100"
32120200,zabaglione,4,5804,4,4,"0,5804,5800,5","0,5804,5800,5,32120200"
32129990,"egg omelet or scrambled egg, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,32129990"
32130000,"egg omelet or scrambled egg, made with margarine",4,2502,4,3,"0,2502,2","0,2502,2,32130000"
32130010,"egg omelet or scrambled egg, made with oil",4,2502,4,3,"0,2502,2","0,2502,2,32130010"
32130020,"egg omelet or scrambled egg, made with butter",4,2502,4,3,"0,2502,2","0,2502,2,32130020"
32130040,"egg omelet or scrambled egg, made with animal fat or meat drippings",4,2502,4,3,"0,2502,2","0,2502,2,32130040"
32130060,"egg omelet or scrambled egg, made with cooking spray",4,2502,4,3,"0,2502,2","0,2502,2,32130060"
32130065,"egg omelet or scrambled egg, ns as to fat type",4,2502,4,3,"0,2502,2","0,2502,2,32130065"
32130070,"egg omelet or scrambled egg, no added fat",4,2502,4,3,"0,2502,2","0,2502,2,32130070"
32130080,"egg omelet or scrambled egg, from fast food / restaurant",4,2502,4,3,"0,2502,2","0,2502,2,32130080"
32130100,"egg omelet or scrambled egg, with cheese, made with margarine",4,2502,4,3,"0,2502,2","0,2502,2,32130100"
32130110,"egg omelet or scrambled egg, with cheese, made with oil",4,2502,4,3,"0,2502,2","0,2502,2,32130110"
32130120,"egg omelet or scrambled egg, with cheese, made with butter",4,2502,4,3,"0,2502,2","0,2502,2,32130120"
32130140,"egg omelet or scrambled egg, with cheese, made with animal fat or meat drippings",4,2502,4,3,"0,2502,2","0,2502,2,32130140"
32130160,"egg omelet or scrambled egg, with cheese, made with cooking spray",4,2502,4,3,"0,2502,2","0,2502,2,32130160"
32130170,"egg omelet or scrambled egg, with cheese, no added fat",4,2502,4,3,"0,2502,2","0,2502,2,32130170"
32130190,"egg omelet or scrambled egg, with meat, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,32130190"
32130200,"egg omelet or scrambled egg, with meat, made with margarine",4,2502,4,3,"0,2502,2","0,2502,2,32130200"
32130210,"egg omelet or scrambled egg, with meat, made with oil",4,2502,4,3,"0,2502,2","0,2502,2,32130210"
32130220,"egg omelet or scrambled egg, with meat, made with butter",4,2502,4,3,"0,2502,2","0,2502,2,32130220"
32130240,"egg omelet or scrambled egg, with meat, made with animal fat or meat drippings",4,2502,4,3,"0,2502,2","0,2502,2,32130240"
32130260,"egg omelet or scrambled egg, with meat, made with cooking spray",4,2502,4,3,"0,2502,2","0,2502,2,32130260"
32130265,"egg omelet or scrambled egg, with meat, ns as to fat type",4,2502,4,3,"0,2502,2","0,2502,2,32130265"
32130270,"egg omelet or scrambled egg, with meat, no added fat",4,2502,4,3,"0,2502,2","0,2502,2,32130270"
32130290,"egg omelet or scrambled egg, with cheese and meat, ns as to fat",4,2502,4,3,"0,2502,2","0,2502,2,32130290"
32130300,"egg omelet or scrambled egg, with cheese and meat, made with margarine",4,2502,4,3,"0,2502,2","0,2502,2,32130300"
32130310,"egg omelet or scrambled egg, with cheese and meat, made with oil",4,2502,4,3,"0,2502,2","0,2502,2,32130310"
32130320,"egg omelet or scrambled egg, with cheese and meat, made with butter",4,2502,4,3,"0,2502,2","0,2502,2,32130320"
