category_number,drxfcsd,level,parent,max_level_by_num,max_level_skips,ancestors,branch
3208,turnovers and other grain-based items,3,3200,4,4,"0,3200,3","0,3200,3,51182010,51182020,52204000,55610200,58116110,58116115,58116120,58116130,58116210,58116310,58120110,58120120,58121510,58121610,58121620,58122250,58122310,58122320,58122330,58124220,58124230,58124250,58124500,58125110,58125120,58125180,58126000,58126110,58126120,58126130,58126140,58126150,58126160,58126170,58126180,58126270,58126280,58126290,58126300,58126310,58126400,58126410,58127110,58127150,58128120,58128210,58128220,58128250,58174100,58175000,58175110,75410550,3208"
3402,fried rice and lo/chow mein,3,3400,4,4,"0,3400,3","0,3400,3,27313110,27320310,27343910,27350050,27360080,27360120,27415150,27420390,27446100,27450040,27460010,28143040,28143050,58135110,58135120,58136110,58136120,58136130,58136140,58136150,58136160,58137210,58137220,58137230,58137240,58137250,58147520,58150110,58150310,58150320,58150330,58150340,58150510,58164560,58164570,58164580,58164860,58164870,58164880,58165060,58165070,58165080,58165460,58165470,58165480,75460900,3402"
3404,stir-fry and soy-based sauce mixtures,3,3400,4,4,"0,3400,3","0,3400,3,27115000,27115100,27116300,27120060,27120150,27145000,27146100,27146110,27146350,27146360,27150170,27150410,27212500,27213500,27242500,27243600,27250128,27311645,27311650,27313150,27313160,27315510,27315520,27320320,27320330,27320500,27345310,27345320,27415100,27415110,27415120,27415130,27415140,27415170,27415200,27415220,27416400,27420100,27420110,27420120,27420150,27420160,27420170,27420370,27420500,27420510,27445110,27445120,27445150,27445180,27445220,27445250,27450410,27450420,27450470,27450600,27450610,27450740,27450750,28120310,28141201,28143200,28143210,32105200,32105210,32105220,32105230,32105240,41812500,41812510,75232050,75403200,75439500,75440100,75440110,3404"
3406,"egg rolls, dumplings, sushi",3,3400,4,4,"0,3400,3","0,3400,3,58110110,58110120,58110130,58110170,58110200,58111110,58111120,58111130,58111200,58112110,58112510,58123110,58151100,58151110,58151120,58151130,58151140,58151150,58151160,58151170,58151180,58151190,58151200,58151210,58151220,58151230,58151400,58151410,58151420,58151430,58151440,58151450,3406"
3502,burritos and tacos,3,3500,4,4,"0,3500,3","0,3500,3,27416300,58100100,58100110,58100120,58100125,58100135,58100140,58100145,58100150,58100155,58100160,58100165,58100180,58100200,58100220,58100235,58100245,58100250,58100255,58100260,58100300,58100310,58100320,58100325,58100330,58101300,58101320,58101323,58101325,58101345,58101347,58101350,58101357,58101400,58101450,58101457,58101460,58101520,58101525,58101530,58101540,58101555,58101610,58101615,58101620,58101625,58101630,58101635,58101720,58101725,58101730,58101733,58101735,58101745,58101750,58101930,58101935,58101940,58101945,58101950,58101955,58115210,58306500,3502"
3504,nachos,3,3500,4,4,"0,3500,3","0,3500,3,58104080,58104090,58104110,58104120,58104130,58104150,58104160,58104180,58104190,3504"
3506,other mexican mixed dishes,3,3500,4,4,"0,3500,3","0,3500,3,58100360,58100370,58100400,58100500,58100510,58100520,58100525,58100530,58100535,58100560,58100620,58100625,58100630,58100635,58100710,58100720,58100725,58100800,58100805,58100900,58101800,58101820,58101830,58103120,58103130,58103210,58103250,58103310,58104260,58104270,58104280,58104290,58104310,58104320,58104340,58104500,58104520,58104530,58104535,58104540,58104550,58104600,58104710,58104720,58104730,58104740,58104745,58104750,58104760,58104770,58104800,58104820,58104825,58104830,58104835,58105000,58105050,58105075,58105100,58105105,58105110,58115110,58115150,58306010,58306020,58306070,58306100,58306150,58306200,75410500,75410530,3506"
3602,pizza,3,3,4,3,"0,3","0,3,14620300,14620310,14620320,14620330,58106200,58106205,58106210,58106220,58106225,58106230,58106233,58106234,58106235,58106236,58106250,58106260,58106300,58106305,58106320,58106325,58106330,58106345,58106347,58106350,58106358,58106359,58106360,58106410,58106411,58106412,58106413,58106441,58106442,58106443,58106500,58106505,58106512,58106514,58106516,58106540,58106550,58106555,58106560,58106565,58106570,58106578,58106580,58106602,58106604,58106606,58106610,58106620,58106625,58106630,58106633,58106634,58106635,58106636,58106650,58106655,58106660,58106700,58106702,58106705,58106720,58106725,58106730,58106736,58106737,58106738,58106750,58106755,58106760,58106780,58106820,58106830,58106900,58106910,58106915,58106920,58107050,58107100,58107205,58107207,58107212,58107214,58107220,58107222,58107224,58107232,58107234,58108000,58108010,58108030,58108040,58108050,58109000,58109010,58109015,58109020,58109030,58109040,58109050,58109060,58109100,58109110,58109120,58109130,58109140,58109150,3602"
3702,burgers (single code),3,3700,4,4,"0,3700,3","0,3700,3,27510140,27510145,27510150,27510155,27510160,27510165,27510170,27510171,27510172,27510173,27510174,27510175,27510190,27510191,27510195,27510196,27510205,27510206,27510207,27510210,27510215,27510220,27510225,27510229,27510230,27510231,27510232,27510233,27510235,27510240,27510241,27510242,27510243,27510245,27510246,27510250,27510251,27510252,27510253,27510254,27510255,27510257,27510258,27510260,27510261,27510262,27510263,27510265,27510266,27510270,27510276,27510280,27510281,27510290,27510300,27510305,27510310,27510311,27510312,27510320,27510330,27510331,27510340,27510341,27510342,27510343,27510346,27510350,27510355,27510359,27510360,27510370,27510371,27510375,27510376,27510380,27510385,27510386,27510387,27510388,27510389,27510390,27510391,27510400,27510401,27510405,27510406,27510410,27510412,27510413,27510420,27510425,27510430,27510431,27510435,27510440,27510445,27510446,27510450,27510451,27510465,27510475,27510480,27510486,27510500,27510501,27510506,27510510,27510511,27510520,27510521,27510530,27510531,27510536,27510540,27510550,27510551,27510552,27510553,27510555,27510560,27510565,27510570,27510573,27510575,27510576,27510577,27510585,27510587,27510590,27510600,27510601,27510605,27510606,27510610,27510615,27510616,27510620,27510630,27510631,27510632,27510633,27510635,27510636,27510641,27510642,27510643,27510649,27510650,27510652,27510655,27510657,27510658,27510659,27510660,27510661,27510667,27510670,27510671,27510675,27510676,27510680,27510681,27510682,27510690,27510705,27510710,27510720,27517000,27517010,27518000,27545000,27545010,27545100,27545110,27545200,27545210,27545220,3702"
3704,chicken/turkey sandwiches (single code),3,3700,4,4,"0,3700,3","0,3700,3,27520135,27520160,27520165,27520166,27540110,27540111,27540120,27540130,27540132,27540139,27540140,27540145,27540146,27540147,27540150,27540151,27540152,27540153,27540160,27540170,27540175,27540176,27540180,27540185,27540186,27540190,27540195,27540196,27540200,27540205,27540206,27540210,27540230,27540235,27540240,27540250,27540260,27540270,27540280,27540285,27540290,27540291,27540295,27540296,27540300,27540310,27540320,27540330,27540350,27540360,27540361,3704"
3706,egg/breakfast sandwiches (single code),3,3700,4,4,"0,3700,3","0,3700,3,27520140,27520170,27520250,27520330,27520380,27560650,27560660,27560670,27560700,27560710,32201000,32202000,32202010,32202020,32202025,32202030,32202034,32202035,32202040,32202045,32202050,32202055,32202060,32202070,32202075,32202080,32202085,32202090,32202110,32202120,32202130,32202200,32203010,32204010,58100000,58100005,58100010,58100013,58100015,58100017,58100020,58100340,58104900,58104905,58109210,58127210,58127270,58127290,58127310,58127330,58127350,58128000,3706"
3708,other sandwiches (single code),3,3700,4,4,"0,3700,3","0,3700,3,14640200,14640300,27500050,27500100,27500200,27500300,27510000,27510130,27510700,27510910,27510950,27511010,27513010,27513020,27513030,27513040,27513041,27513050,27513060,27513070,27515000,27515010,27515020,27515030,27515040,27515050,27515070,27515080,27516010,27520110,27520120,27520150,27520155,27520156,27520300,27520310,27520320,27520340,27520350,27520360,27520370,27520390,27520410,27520420,27520500,27520510,27520520,27520530,27520540,27541000,27541001,27550710,27550750,27550751,27560000,27560110,27560120,27560310,27560330,27560340,27560370,27560380,27560410,27560500,27560510,27560720,27560910,27563010,27570310,42303010,51136000,58127200,58127220,58127500,58127510,58200100,58200200,58200250,58200300,74701000,3708"
3802,soups,3,3,4,3,"0,3","0,3,14710100,14710110,14710200,28310110,28310120,28310150,28310160,28310170,28310230,28310320,28310330,28310420,28311010,28311020,28311030,28315050,28315140,28315150,28315160,28316020,28317010,28320130,28320140,28320160,28320300,28321130,28330110,28331110,28340110,28340120,28340130,28340150,28340179,28340180,28340210,28340220,28340310,28340510,28340520,28340550,28340580,28340590,28340600,28340610,28340630,28340640,28340650,28340660,28340670,28340680,28340690,28340700,28340750,28340800,28345010,28345020,28345030,28345040,28345110,28345120,28345130,28345140,28345160,28345170,28350040,28350050,28350110,28350120,28350210,28350220,28350310,28351110,28351120,28351160,28351170,28355110,28355120,28355130,28355140,28355210,28355250,28355310,28355350,28355410,28355420,28355430,28355450,28355460,28355470,28355480,28360100,28360210,32300100,32301100,41601010,41601020,41601030,41601040,41601050,41601070,41601080,41601090,41601100,41601110,41601120,41601130,41601140,41601160,41601180,41601200,41602010,41602020,41602030,41602050,41602070,41602090,41603010,41610100,58155410,58155510,58156510,58156610,58400000,58400100,58400200,58401010,58401200,58402000,58402010,58402020,58402030,58402100,58403010,58403020,58403030,58403040,58403050,58403060,58403100,58404010,58404020,58404030,58404040,58404050,58404100,58404500,58404510,58404520,58407010,58407030,58407035,58407040,58407050,58408010,58408500,58409000,58410100,58421000,58421010,58421020,58421060,58421080,58450300,63415000,63415100,71801000,71801010,71801020,71801040,71801100,71802010,71803010,71851010,72302000,72302020,72302100,72306000,72307000,72308000,72308500,73501000,73501010,73502000,74601000,74601010,74602010,74602030,74602050,74602100,74602200,74602300,74603010,74604010,74604100,74604500,74604600,74605000,74605010,74606010,74606020,75600150,75601000,75601010,75601020,75601100,75601200,75601210,75602010,75603010,75603020,75603030,75604010,75604020,75604510,75604600,75604610,75605010,75607000,75607010,75607020,75607030,75607040,75607050,75607060,75607080,75607090,75607100,75607130,75607140,75607150,75608010,75608030,75608100,75608200,75609010,75609050,75611010,75612010,75646010,75647000,75649010,75649020,75649030,75649040,75649050,75649070,75649100,75649110,75649150,75650990,75651000,75651010,75651020,75651030,75651040,75651060,75651070,75651080,75651090,75651110,75651120,75651140,75651150,75652010,75652020,75652030,75652040,75652050,75654010,75654020,75656010,75656020,75656040,75656060,75657000,3802"
4002,rice,3,4000,4,4,"0,4000,4","0,4000,4,56205000,56205001,56205002,56205004,56205006,56205007,56205008,56205011,56205012,56205014,56205016,56205017,56205018,56205060,56205070,56205101,56205130,56205150,56205170,56205190,56205205,56205210,56205215,56205300,56205310,56205320,56205330,56205340,56205350,56205410,56205420,56205430,56205440,56205510,56205550,4002"
4004,"pasta, noodles, cooked grains",3,4000,4,4,"0,4000,4","0,4000,4,56104000,56112000,56113000,56113990,56116990,56117090,56130000,56132000,56132990,56140100,56200390,56200400,56200410,56200490,56200500,56200510,56201990,56202000,56202100,56204000,56204005,56204010,56207110,56207120,56207130,56207160,4004"
4202,yeast breads,3,4200,4,4,"0,4200,4","0,4200,4,51000100,51000110,51000180,51000190,51101000,51101010,51101050,51101060,51102010,51102020,51105010,51105040,51106010,51106020,51106200,51106210,51106300,51106310,51107010,51107040,51108010,51108100,51109010,51109040,51109100,51109110,51109150,51109200,51110010,51111010,51111040,51113010,51113100,51115010,51115020,51119010,51119040,51119100,51119110,51121010,51121015,51121025,51121035,51121045,51121055,51121065,51121075,51121110,51121120,51122000,51122010,51122050,51122060,51122100,51122110,51122300,51122310,51123010,51123020,51126010,51126020,51127010,51127020,51129010,51129020,51130510,51130520,51133010,51133020,51134000,51134010,51135000,51135010,51140100,51300050,51300060,51300110,51300120,51300140,51300150,51300175,51300180,51300185,51300210,51300220,51300300,51300310,51301010,51301020,51301040,51301050,51301120,51301130,51301510,51301520,51301540,51301550,51301600,51301610,51301620,51301630,51401010,51401020,51401030,51401040,51401060,51401070,51404010,51404020,51407010,51407020,51501010,51501020,51501040,51501050,51501060,51501070,51601010,51601020,51601210,51601220,51602010,51602020,51801010,51801020,51802010,51802020,51804010,51804020,51805010,51805020,51806010,51806020,51807000,51808000,51808010,4202"
4204,rolls and buns,3,4200,4,4,"0,4200,4","0,4200,4,51000200,51000300,51000400,51000410,51150000,51152000,51152100,51153000,51154010,51154100,51154510,51154550,51154600,51155000,51156500,51157000,51158100,51159000,51183990,51184010,51184020,51184030,51184200,51184210,51184220,51184230,51184240,51184250,51184260,51320010,51320060,51320070,51320500,51320550,51320560,51320700,51320710,51320720,51420000,51421000,51502010,51620000,51620020,51620030,51808100,4204"
4206,bagels and english muffins,3,4200,4,4,"0,4200,4","0,4200,4,51180010,51180030,51180080,51186010,51186100,51186130,51186160,51300100,51301700,51301750,51301800,51301805,51301820,51301900,51302500,51302520,51303010,51303030,51303050,51303070,51303100,51401200,51404500,51404550,51501080,51503000,51503040,51630000,51630100,51630200,4206"
4208,tortillas,3,4200,4,4,"0,4200,4","0,4200,4,52208760,52215000,52215100,52215200,52215260,52215300,52215350,4208"
4402,"biscuits, muffins, quick breads",3,4400,4,4,"0,4400,4","0,4400,4,52101000,52101020,52101030,52101040,52101150,52102040,52103000,52104010,52104040,52104100,52104200,52105100,52105110,52105200,52201000,52202060,52206010,52206060,52207010,52208010,52208020,52209010,52211010,52213010,52220110,52301000,52302010,52302020,52302100,52302500,52302600,52302610,52303010,52303500,52303550,52304000,52304010,52304040,52304060,52304100,52304150,52306010,52306300,52306500,52306550,52306700,52307020,52307120,52308010,52308020,52311010,52320100,52320110,52401000,52403000,52404060,52405010,52406010,52407000,52408000,55610300,56201550,56201560,58117110,58117210,71930200,71945020,4402"
4404,"pancakes, waffles, french toast",3,4400,4,4,"0,4400,4","0,4400,4,53400200,53400300,53430000,53430100,53430200,53430250,53430300,55100005,55100010,55100015,55100020,55100025,55100030,55100035,55100040,55100050,55100055,55100060,55100065,55100070,55100080,55101000,55101010,55101015,55101020,55103000,55103020,55103100,55105000,55105100,55105200,55105205,55105210,55105300,55105400,55106000,55200010,55200020,55200030,55200040,55200050,55200060,55200070,55200080,55200090,55200100,55200110,55200120,55200130,55200200,55201000,55202000,55203000,55203500,55203600,55203700,55204000,55205000,55206000,55207000,55208000,55211000,55211050,55212000,55300010,55300020,55300030,55300040,55300050,55300055,55300060,55301000,55301010,55301015,55301020,55301025,55301030,55301031,55301040,55301048,55301050,55301055,55310100,55400010,55401000,55501000,55601000,55702100,4404"
4602,"ready-to-eat cereal, higher sugar (>21.2g/100g)",3,4600,4,4,"0,4600,4","0,4600,4,57100100,57100400,57100500,57103100,57104000,57106060,57106100,57106260,57106530,57107000,57110000,57117000,57117500,57119000,57120000,57124030,57124050,57124100,57124200,57124300,57124500,57124900,57125000,57125010,57125900,57126000,57126500,57127000,57128000,57128005,57130000,57139000,57143000,57143500,57144000,57148600,57152000,57201800,57206000,57206715,57211000,57212100,57213000,57213005,57213010,57213850,57213900,57215000,57216000,57218000,57219000,57221000,57221650,57221700,57221800,57221810,57223000,57224000,57227000,57229000,57229500,57231100,57231200,57237310,57238000,57239100,57240100,57241000,57243000,57245000,57301511,57301512,57301535,57303200,57305100,57305150,57305165,57305170,57305174,57305175,57305180,57305210,57305300,57305400,57305500,57305600,57306130,57306500,57306800,57307010,57307150,57308190,57309100,57316300,57316380,57316385,57316410,57316450,57316500,57316710,57316750,57318000,57320500,57321700,57322500,57323000,57323050,57324000,57328000,57329000,57330000,57330010,57331000,57332050,57332100,57335550,57339100,57339500,57341200,57341300,57342010,57344001,57344005,57344007,57344010,57344015,57344020,57344025,57347000,57348000,57349000,57349020,57355000,57404200,57406105,57407100,57407110,57409100,57413000,57416010,57419000,4602"
4604,"ready-to-eat cereal, lower sugar (=<21.2g/100g)",3,4600,4,4,"0,4600,4","0,4600,4,57000100,57101000,57101020,57102000,57103000,57103050,57103500,57106050,57106250,57111000,57123000,57128880,57131000,57132000,57134000,57134090,57135000,57137000,57138000,57148000,57148500,57151000,57160000,57201900,57206700,57206705,57206710,57206800,57207000,57208000,57209000,57214000,57228000,57230000,57231000,57231250,57237100,57237200,57237300,57237900,57241200,57243870,57244000,57301100,57301500,57301505,57301510,57301520,57301530,57301540,57302100,57303100,57303105,57304100,57305160,57305200,57305215,57306100,57306120,57306700,57307500,57307600,57308300,57308400,57308900,57311700,57316200,57319500,57321800,57321900,57325000,57326000,57327450,57327500,57336000,57337000,57339000,57340000,57341000,57344000,57401100,57403100,57404100,57406100,57408100,57410000,57411000,57416000,57417000,57418000,4604"
4802,oatmeal,3,4800,4,4,"0,4800,4","0,4800,4,56202900,56202905,56202910,56202920,56202960,56202970,56202980,56203000,56203010,56203020,56203030,56203040,56203050,56203055,56203056,56203057,56203060,56203065,56203066,56203067,56203070,56203075,56203076,56203077,56203080,56203085,56203086,56203087,56203095,56203096,56203097,56203105,56203106,56203107,56203110,56203125,56203130,56203135,56203150,56203155,56203160,56203170,56203175,56203180,56203200,56203210,56203211,56203212,56203213,56203220,56203221,56203222,56203223,56203230,56203231,56203232,56203233,56203500,56203510,56203520,56203540,56203550,56203555,56203560,56203600,56203610,56203620,4802"
4804,grits and other cooked cereals,3,4800,4,4,"0,4800,4","0,4800,4,56200300,56200350,56200990,56201000,56201010,56201020,56201030,56201040,56201050,56201051,56201052,56201055,56201056,56201057,56201060,56201061,56201062,56201065,56201066,56201067,56201070,56201071,56201072,56201080,56201081,56201082,56201090,56201091,56201092,56201110,56201120,56201130,56201210,56201220,56201230,56201240,56201250,56201260,56201296,56201298,56201300,56201320,56201322,56201324,56201330,56201332,56201334,56201340,56201342,56201344,56201350,56201355,56201360,56201510,56201515,56201516,56201517,56201520,56201530,56201540,56201600,56201700,56205050,56205080,56205090,56205092,56205094,56206970,56206980,56206990,56207000,56207005,56207010,56207015,56207016,56207017,56207020,56207021,56207022,56207023,56207025,56207026,56207027,56207030,56207040,56207050,56207060,56207070,56207080,56207082,56207083,56207084,56207086,56207087,56207088,56207091,56207092,56207093,56207094,56207095,56207096,56207100,56207101,56207102,56207103,56207140,56207190,56207200,56207210,56207212,56207220,56207230,56207290,56207300,56207310,56207330,56207340,56207342,56207370,56208500,56208510,56208520,56209000,58174000,75217520,4804"
5002,potato chips,3,5000,4,4,"0,5000,5","0,5000,5,54402610,71200010,71200100,71200110,71200120,71200130,71200140,71200200,71200210,71200220,71200230,71200240,71200300,71200310,71200400,71200410,71201010,71201015,71201020,71201050,71201060,71201100,71201200,71201210,71201250,71201300,71202000,71202100,71202500,71202510,71203010,71203020,71203030,71204000,71205000,71205020,71205030,71205040,71211000,5002"
5004,"tortilla, corn, other chips",3,5000,4,4,"0,5000,5","0,5000,5,41310900,41410015,54318000,54401011,54401020,54401021,54401026,54401031,54401035,54401050,54401055,54401065,54401075,54401080,54401081,54401085,54401090,54401095,54401100,54401110,54401111,54401112,54401121,54401122,54401170,54401200,54402080,54402500,54402600,54404000,54404010,54404020,54406010,54406200,54420210,54430010,54440020,71220000,71905410,71980200,73410210,5004"
5006,popcorn,3,5000,4,4,"0,5000,5","0,5000,5,54403000,54403001,54403005,54403006,54403010,54403020,54403040,54403045,54403046,54403050,54403051,54403052,54403053,54403054,54403055,54403056,54403057,54403058,54403059,54403060,54403061,54403062,54403070,54403080,54403081,54403082,54403083,54403084,54403085,54403086,54403087,54403088,54403089,54403090,54403091,54403092,54403110,54403120,54403150,54403160,5006"
5008,pretzels/snack mix,3,5000,4,4,"0,5000,5","0,5000,5,54402200,54402300,54408000,54408010,54408015,54408016,54408017,54408020,54408030,54408035,54408040,54408050,54408070,54408080,54408081,54408082,54408105,54408110,54408115,54408190,54408200,54408210,54408250,54408260,54408290,54408300,54408310,54408400,54408405,54408410,54408411,54408415,54408416,54408420,54408422,54408430,54408432,54408450,54408455,54408456,54408460,54408462,54408465,54408466,54408470,54408475,54408480,54408485,54408486,54408487,54420010,54420220,5008"
5202,"crackers, excludes saltines",3,5200,4,4,"0,5200,5","0,5200,5,51184000,51184100,51185000,51187000,51188500,51306000,51808050,54001000,54102050,54103000,54200100,54201010,54203010,54204010,54204020,54204030,54205010,54205030,54205100,54207010,54210010,54222000,54301000,54301010,54301020,54301030,54301100,54301200,54304000,54304005,54304020,54304100,54304110,54304150,54304500,54305010,54305020,54305500,54307000,54308000,54309000,54318500,54319000,54319005,54319020,54319200,54319500,54326000,54327950,54328000,54328100,54328105,54328110,54328120,54328200,54328210,54334000,54336000,54336100,54337000,54337010,54337020,54337030,54337050,54337060,54337100,54338000,54338010,54338020,54338100,54339000,54340100,54340110,54402700,54412110,54440010,56116000,5202"
5204,saltine crackers,3,5200,4,4,"0,5200,5","0,5200,5,54202010,54202020,54202050,54313000,54325000,54325010,54325050,54325060,5204"
5402,cereal bars,3,5400,4,4,"0,5400,5","0,5400,5,53710400,53710500,53710502,53710504,53710600,53710700,53710810,53710900,53710902,53710904,53710906,53711000,53711002,53711004,53711006,53711100,53712000,53712100,53712200,53712210,53713000,53713010,53713100,53714200,53714210,53714220,53714230,53714250,53714300,53714400,53714500,53714510,53714520,5402"
5404,nutrition bars,3,5400,4,4,"0,5400,5","0,5400,5,41435000,53710800,53710802,53720100,53720200,53720210,53720300,53720400,53720500,53720510,53720600,53720610,53720700,53720800,53729000,5404"
5502,cakes and pies,3,5500,4,4,"0,5500,5","0,5500,5,13252600,53100050,53100070,53100100,53101100,53101200,53101250,53101300,53102100,53102200,53102300,53102600,53102700,53102800,53103000,53104100,53104260,53104300,53104400,53104500,53104520,53104550,53104570,53104580,53104600,53104650,53105270,53105275,53105300,53105500,53105600,53105650,53105700,53105750,53106500,53108200,53108220,53109000,53109100,53109200,53109210,53109220,53109250,53109270,53109300,53110000,53110100,53111000,53111500,53112100,53112150,53112160,53112500,53113000,53114000,53114100,53114150,53114200,53114250,53115100,53115200,53115310,53115320,53115410,53115450,53115500,53116000,53116020,53116270,53116280,53116350,53116380,53116390,53116500,53116510,53116550,53116570,53116600,53116650,53116750,53117100,53117200,53118100,53118200,53118300,53118410,53118500,53118550,53118600,53118700,53118800,53118900,53118950,53119000,53120270,53120275,53120400,53120500,53121270,53121275,53122070,53122080,53123070,53123080,53123500,53124110,53300100,53300170,53300180,53301000,53301070,53301080,53301500,53301750,53302000,53302070,53302080,53303000,53303070,53303500,53303510,53303570,53304000,53304050,53304070,53305000,53305010,53305070,53305080,53305700,53305720,53305750,53306000,53306070,53307000,53307050,53307070,53307080,53307500,53307570,53308000,53308070,53308300,53308500,53309000,53309070,53310000,53310050,53311000,53311050,53311070,53312000,53313000,53314000,53340000,53340500,53341000,53341070,53341500,53341750,53342000,53342070,53343000,53343070,53344000,53344070,53344200,53344300,53345000,53345070,53346000,53346500,53347000,53347070,53347100,53347500,53347600,53348000,53348070,53360000,53365000,53366000,53370000,53371000,53373000,53381000,53381070,53382000,53385000,53385070,53385500,53386000,53386050,53386250,53386500,53387000,53390000,53390100,53391000,53391100,53391150,53391200,53410100,53410200,53410300,53410500,53410800,53410850,53410860,53410880,53410900,53415100,53415300,53415400,53415500,53415600,53440000,53440300,53440500,53440600,53440700,53440750,53440800,53441110,53441210,53450000,53450300,53450500,53450800,53451000,53451500,53451750,53453150,53453170,91550100,5502"
5504,cookies and brownies,3,5500,4,4,"0,5500,5","0,5500,5,51187020,53200100,53201000,53202000,53203000,53203500,53204000,53204010,53204100,53204500,53204600,53204840,53204860,53205250,53205260,53205600,53205750,53205760,53206000,53206010,53206020,53206030,53206050,53206100,53206500,53206550,53207000,53207020,53207050,53208000,53208200,53209000,53209005,53209010,53209015,53209020,53209100,53209500,53210000,53210900,53210910,53211000,53215500,53220000,53220010,53220030,53220040,53222010,53222020,53222100,53223000,53223100,53224000,53224250,53225000,53226000,53226500,53226550,53226600,53227000,53228000,53230000,53231000,53231400,53233000,53233010,53233020,53233040,53233050,53233060,53233080,53233100,53233500,53234000,53234100,53234250,53235000,53235500,53235600,53236000,53236100,53237000,53237010,53237500,53238000,53239000,53239010,53239050,53239100,53240000,53240010,53241500,53241510,53241600,53242000,53242500,53243000,53243010,53243050,53243100,53244010,53244020,53246000,53247000,53247050,53247500,53248000,53251100,53260030,53260150,53260200,53260300,53260400,53260500,53260600,53261000,53270100,54102010,54102015,54102020,54102060,54102070,54102080,54102100,54102200,5504"
5506,"doughnuts, sweet rolls, pastries",3,5500,4,4,"0,5500,5","0,5500,5,51160000,51160010,51160100,51160110,51161000,51161020,51161030,51161050,51161070,51161250,51161270,51161280,51165000,51165100,51166000,51166100,51166200,51166500,51166700,51167000,51168000,51188100,53415120,53415200,53415220,53420000,53420100,53420200,53420210,53420250,53420300,53420310,53420400,53420410,53430700,53430750,53452100,53452120,53452130,53452150,53452170,53452200,53452400,53452420,53452450,53452500,53500100,53510000,53510100,53511000,53511500,53520000,53520100,53520110,53520120,53520130,53520135,53520140,53520150,53520160,53520170,53520200,53520510,53521110,53521130,53521140,53521210,53521230,53521250,53521300,53530000,53530010,53610100,53610120,53610170,53610200,53610250,55801000,55801010,58123120,58124210,5506"
5702,candy containing chocolate,3,5700,4,4,"0,5700,5","0,5700,5,91700500,91701010,91703040,91703050,91703060,91703070,91703150,91703200,91703250,91703300,91703400,91703600,91705010,91705020,91705030,91705040,91705050,91705060,91705070,91705090,91705200,91705300,91705310,91705500,91706000,91707010,91709000,91713010,91713020,91713030,91713040,91715000,91715100,91715200,91715300,91716110,91718050,91718100,91718110,91718200,91723010,91726110,91726130,91726140,91726150,91726410,91726420,91726425,91727010,91728000,91731000,91731010,91731060,91733200,91734000,91734100,91734300,91734400,91734450,91739010,91746010,91746100,91746120,91746150,91746200,91760100,91760200,91760500,91770030,5702"
5704,candy not containing chocolate,3,5700,4,4,"0,5700,5","0,5700,5,44201000,91700010,91701020,91701030,91702010,91703010,91703020,91703030,91703080,91703500,91705400,91705410,91705420,91705430,91706100,91706400,91707000,91708000,91708010,91708020,91708030,91708040,91708070,91708100,91708150,91708160,91713050,91713060,91713070,91713080,91713090,91713100,91716010,91718000,91718300,91721000,91723000,91723020,91723050,91726000,91728500,91731100,91731150,91732000,91732100,91733000,91734200,91734500,91735000,91736000,91739510,91739600,91742010,91745010,91745020,91745040,91745100,91750000,91760000,91760700,91770000,91770010,91770020,91770050,91800100,91801000,91802000,5704"
5802,ice cream and frozen dairy desserts,3,5800,4,4,"0,5800,5","0,5800,5,11459990,11460000,11460100,11460150,11460160,11460170,11460190,11460200,11460250,11460300,11460400,11460410,11460420,11460430,11460440,11460500,11460510,11461000,11461100,11461200,11461210,11461220,11461250,11461260,11461270,11461280,11461300,11461320,13110000,13110100,13110102,13110110,13110112,13110200,13110210,13110460,13110470,13120050,13120100,13120110,13120140,13120400,13120500,13120510,13120550,13120700,13120710,13120720,13120730,13120735,13120740,13120750,13120760,13120770,13120775,13120780,13120782,13120784,13120786,13120788,13120790,13120792,13121000,13121100,13121120,13121200,13121300,13121400,13121500,13126000,13130100,13130300,13130310,13130620,13130700,13135000,13135010,13140000,13140100,13140115,13140600,13140630,13140650,13140660,13140670,13140680,13140700,13140710,13140900,13142000,13142100,13142110,13150000,13161000,13161500,13161520,13161600,5802"
5804,pudding,3,5800,4,4,"0,5800,5","0,5800,5,13200110,13210110,13210160,13210260,13210280,13210300,13210350,13210370,13210410,13210450,13210520,13210710,13210820,13220110,13220120,13220210,13220220,13230110,13230120,13230130,13230140,13230500,13241000,13250000,13250200,13252200,13252500,13252590,32120100,32120200,32401000,58118110,58118210,63403150,91560100,5804"
5806,"gelatins, ices, sorbets",3,5800,4,4,"0,5800,5","0,5800,5,63420105,63420205,63430150,91501010,91501020,91501030,91501040,91501050,91501060,91501070,91501080,91501090,91501100,91501110,91501120,91511010,91511020,91511030,91511050,91511060,91511070,91511080,91511090,91511100,91511110,91512010,91520100,91550300,91580000,91601000,91601010,91610900,91611000,91611050,91611100,91612000,91621000,91621050,5806"
6002,apples,3,6,4,3,"0,6","0,6,63101000,63101110,63101120,63101140,63101150,63101210,63101310,63401060,6002"
6004,bananas,3,6,4,3,"0,6","0,6,63107010,63107050,63107070,63107080,63107090,63107410,63402045,6004"
6006,grapes,3,6,4,3,"0,6","0,6,63123000,63123110,63123120,63123130,6006"
6008,peaches and nectarines,3,6,4,3,"0,6","0,6,63131010,63131110,63135010,63135110,63135140,63135170,63135620,63135660,6008"
