category_number,drxfcsd,parent,level,max_level_by_num,max_level_skips,ancestors,branch
27146010,"CHICKEN OR TURKEY W/ BBQ SAUCE, SKIN NOT EATEN",27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146010"
27146011,"CHICKEN, SHREDDED OR PULLED, WITH BARBECUE SAUCE",27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146011"
27146050,CHICKEN WING W/ HOT PEPPER SCE (INCL BUFFALO WING),27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146050"
27146100,SWEET AND SOUR CHICKEN OR TURKEY,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146100"
27146110,"SWEET AND SOUR CHICKEN OR TURKEY, WITHOUT VEGETABLES",27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146110"
27146150,CHICKEN CURRY,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146150"
27146155,CHICKEN CURRY WITH RICE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146155"
27146160,CHICKEN WITH MOLE SAUCE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146160"
27146200,CHICKEN OR TURKEY WITH CHEESE SAUCE,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146200"
27146250,CHICKEN OR TURKEY CORDON BLEU,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146250"
27146300,CHICKEN OR TURKEY PARMIGIANA,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146300"
27146350,ORANGE CHICKEN,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146350"
27146360,SESAME CHICKEN,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146360"
27146400,CHICKEN KIEV,27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27146400"
27148010,"STUFFED CHICKEN, DRUMSTICK OR BREAST, PUERTO RICAN STYLE",27140000,5,5,5,"27140000,27100000,27000000,2,0","27140000,27100000,27000000,2,0,27148010"
27150010,"FISH WITH CREAM OR WHITE SAUCE, NOT TUNA OR LOBSTER",27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150010"
27150020,"CRAB, DEVILED",27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150020"
27150030,CRAB IMPERIAL,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150030"
27150050,FISH TIMBALE OR MOUSSE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150050"
27150060,LOBSTER NEWBURG,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150060"
27150070,LOBSTER WITH BUTTER SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150070"
27150110,SHRIMP COCKTAIL,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150110"
27150120,TUNA WITH CREAM OR WHITE SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150120"
27150130,SEAFOOD NEWBURG,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150130"
27150140,SEAFOOD SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150140"
27150151,SPAGHETTI SAUCE WITH SEAFOOD,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150151"
27150155,SPAGHETTI SAUCE WITH SEAFOOD AND ADDED VEGETABLES,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150155"
27150160,SHRIMP WITH LOBSTER SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150160"
27150170,SWEET AND SOUR SHRIMP,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150170"
27150210,FISH SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150210"
27150230,SHRIMP SCAMPI,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150230"
27150250,FISH MOOCHIM,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150250"
27150310,FISH WITH TOMATO-BASED SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150310"
27150320,FISH CURRY,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150320"
27150325,FISH CURRY WITH RICE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150325"
27150330,MUSSELS WITH TOMATO-BASED SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150330"
27150350,SARDINES WITH TOMATO-BASED SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150350"
27150370,SARDINES WITH MUSTARD SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150370"
27150410,SHRIMP TERIYAKI,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150410"
27150510,SCALLOPS WITH CHEESE SAUCE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27150510"
27151030,CEVICHE,27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27151030"
27151040,"CRABS IN TOMATO-BASED SAUCE, PUERTO RICAN STYLE",27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27151040"
27151050,"SHRIMP IN GARLIC SAUCE, PUERTO RICAN STYLE",27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27151050"
27151070,"STEWED CODFISH, NO POTATOES, PUERTO RICAN STYLE",27150000,5,5,5,"27150000,27100000,27000000,2,0","27150000,27100000,27000000,2,0,27151070"
27160010,"MEAT WITH BARBECUE SAUCE, NS AS TO TYPE OF MEAT",27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27160010"
27160100,"MEATBALLS, NS AS TO TYPE OF MEAT, WITH SAUCE",27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27160100"
27161010,"MEAT LOAF, PUERTO RICAN STYLE",27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27161010"
27162010,MEAT WITH TOMATO-BASED SAUCE,27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27162010"
27162040,SPAGHETTI SAUCE WITH MEAT,27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27162040"
27162060,SPAGHETTI SAUCE WITH MEAT AND ADDED VEGETABLES,27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27162060"
27162500,"STEWED, SEASONED, GROUND BEEF AND PORK, MEXICAN STYLE",27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27162500"
27163010,"MEAT WITH GRAVY, NS AS TO TYPE OF MEAT,",27160000,5,5,5,"27160000,27100000,27000000,2,0","27160000,27100000,27000000,2,0,27163010"
27211000,"BEEF AND POTATOES, NO SAUCE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211000"
27211100,"BEEF STEW WITH POTATOES, TOMATO-BASED SAUCE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211100"
27211110,"BEEF STEW WITH POTATOES, TOMATO-BASED SAUCE, MEXICAN STYLE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211110"
27211150,BEEF GOULASH WITH POTATOES,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211150"
27211190,"BEEF AND POTATOES WITH CREAM SAUCE, WHITE SAUCE OR MUSHROOM",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211190"
27211200,"BEEF STEW WITH POTATOES, GRAVY",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211200"
27211300,"BEEF, ROAST, HASH",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211300"
27211400,CORNED BEEF HASH,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211400"
27211500,BEEF AND POTATOES WITH CHEESE SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211500"
27211550,"STEWED, SEASONED, GROUND BEEF WITH POTATOES, MEXICAN STYLE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27211550"
27212000,"BEEF AND NOODLES, NO SAUCE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212000"
27212050,BEEF AND MACARONI WITH CHEESE SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212050"
27212100,BEEF AND NOODLES WITH TOMATO-BASED SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212100"
27212120,CHILI CON CARNE WITH BEANS AND MACARONI,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212120"
27212150,BEEF GOULASH WITH NOODLES,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212150"
27212200,BEEF AND NOODLES WITH GRAVY,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212200"
27212300,BEEF AND NOODLES WITH CREAM OR WHITE SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212300"
27212350,BEEF STROGANOFF WITH NOODLES,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212350"
27212400,BEEF AND NOODLES WITH MUSHROOM SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212400"
27212500,BEEF AND NOODLES WITH SOY-BASED SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27212500"
27213000,"BEEF AND RICE, NO SAUCE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213000"
27213010,BIRYANI WITH MEAT,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213010"
27213100,BEEF AND RICE WITH TOMATO-BASED SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213100"
27213120,PORCUPINE BALLS WITH TOMATO-BASED SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213120"
27213150,CHILI CON CARNE WITH BEANS AND RICE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213150"
27213200,BEEF AND RICE WITH GRAVY,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213200"
27213300,BEEF AND RICE WITH CREAM SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213300"
27213400,BEEF AND RICE WITH MUSHROOM SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213400"
27213420,PORCUPINE BALLS WITH MUSHROOM SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213420"
27213500,BEEF AND RICE WITH SOY-BASED SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213500"
27213600,BEEF AND RICE WITH CHEESE SAUCE,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27213600"
27214100,MEAT LOAF MADE WITH BEEF,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27214100"
27214110,"MEAT LOAF MADE WITH BEEF, WITH TOMATO-BASED SAUCE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27214110"
27214300,BEEF WELLINGTON,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27214300"
27214500,CORNED BEEF PATTY,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27214500"
27214600,CREAMED DRIED BEEF ON TOAST,27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27214600"
27218110,"STUFFED POT ROAST, WITH POTATOES, PUERTO RICAN STYLE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27218110"
27218210,"BEEF STEW WITH POTATOES, PUERTO RICAN STYLE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27218210"
27218310,"STEWED CORNED BEEF, PUERTO RICAN STYLE",27210000,5,5,5,"27210000,27200000,27000000,2,0","27210000,27200000,27000000,2,0,27218310"
27220010,MEAT LOAF MADE WITH HAM,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220010"
27220020,HAM AND NOODLES WITH CREAM OR WHITE SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220020"
27220030,HAM AND RICE WITH MUSHROOM SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220030"
27220050,HAM OR PORK WITH STUFFING,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220050"
27220080,HAM CROQUETTE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220080"
27220110,PORK AND RICE WITH TOMATO-BASED SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220110"
27220120,SAUSAGE AND RICE WITH TOMATO-BASED SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220120"
27220150,SAUSAGE AND RICE WITH MUSHROOM SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220150"
27220170,SAUSAGE AND RICE WITH CHEESE SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220170"
27220190,SAUSAGE AND NOODLES WITH CREAM OR WHITE SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220190"
27220210,"HAM AND NOODLES, NO SAUCE",27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220210"
27220310,"HAM OR PORK AND RICE, NO SAUCE",27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220310"
27220510,HAM OR PORK AND POTATOES WITH GRAVY,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220510"
27220520,HAM OR PORK AND POTATOES WITH CHEESE SAUCE,27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27220520"
27221100,"STEWED PIG'S FEET, PUERTO RICAN STYLE",27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27221100"
27221110,"STUFFED PORK ROAST, PUERTO RICAN STYLE",27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27221110"
27221150,"PORK STEW, WITH POTATOES, TOMATO-BASED SAUCE, MEXICAN STYLE",27220000,5,5,5,"27220000,27200000,27000000,2,0","27220000,27200000,27000000,2,0,27221150"
27230010,LAMB OR MUTTON LOAF,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27230010"
27231000,LAMB OR MUTTON AND POTATOES WITH GRAVY,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27231000"
27232000,LAMB OR MUTTON AND POTATOES WITH TOMATO-BASED SAUCE,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27232000"
27233000,LAMB OR MUTTON AND NOODLES WITH GRAVY,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27233000"
27235000,MEAT LOAF MADE WITH VENISON/DEER,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27235000"
27235750,VEAL AND NOODLES WITH CREAM OR WHITE SAUCE,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27235750"
27236000,VENISON OR DEER AND NOODLES WITH CREAM OR WHITE SAUCE,27230000,5,5,5,"27230000,27200000,27000000,2,0","27230000,27200000,27000000,2,0,27236000"
27241000,CHICKEN OR TURKEY HASH,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27241000"
27241010,CHICKEN OR TURKEY AND POTATOES WITH GRAVY,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27241010"
27242000,"CHICKEN OR TURKEY AND NOODLES, NO SAUCE",27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242000"
27242200,CHICKEN OR TURKEY AND NOODLES WITH GRAVY,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242200"
27242250,CHICKEN OR TURKEY AND NOODLES WITH MUSHROOM SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242250"
27242300,CHICKEN OR TURKEY AND NOODLES WITH CREAM OR WHITE SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242300"
27242310,CHICKEN OR TURKEY AND NOODLES WITH CHEESE SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242310"
27242350,CHICKEN OR TURKEY TETRAZZINI,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242350"
27242400,CHICKEN OR TURKEY AND NOODLES WITH TOMATO-BASED SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242400"
27242500,CHICKEN OR TURKEY AND NOODLES WITH SOY-BASED SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27242500"
27243000,"CHICKEN OR TURKEY AND RICE, NO SAUCE",27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243000"
27243100,BIRYANI WITH CHICKEN,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243100"
27243300,CHICKEN OR TURKEY AND RICE WITH CREAM SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243300"
27243400,CHICKEN OR TURKEY AND RICE WITH MUSHROOM SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243400"
27243500,CHICKEN OR TURKEY AND RICE WITH TOMATO-BASED SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243500"
27243600,CHICKEN OR TURKEY AND RICE WITH SOY-BASED SAUCE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243600"
27243700,CHICKEN IN CHEESE SAUCE WITH SPANISH RICE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27243700"
27246100,CHICKEN OR TURKEY WITH DUMPLINGS,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27246100"
27246200,CHICKEN OR TURKEY WITH STUFFING,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27246200"
27246300,"CHICKEN OR TURKEY CAKE, PATTY, OR CROQUETTE",27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27246300"
27246400,CHICKEN OR TURKEY SOUFFLE,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27246400"
27246500,MEAT LOAF MADE WITH CHICKEN OR TURKEY,27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27246500"
27246505,"MEAT LOAF MADE WITH CHICKEN OR TURKEY, WITH TOMATO-BASED SAU",27240000,5,5,5,"27240000,27200000,27000000,2,0","27240000,27200000,27000000,2,0,27246505"
27250020,"CLAMS, STUFFED",27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250020"
27250030,CODFISH BALL OR CAKE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250030"
27250040,CRAB CAKE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250040"
27250050,"FISH CAKE OR PATTY, NS AS TO FISH",27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250050"
27250060,GEFILTE FISH,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250060"
27250070,SALMON CAKE OR PATTY,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250070"
27250080,SALMON LOAF,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250080"
27250110,SCALLOPS AND NOODLES WITH CHEESE SAUCE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250110"
27250120,"SHRIMP AND NOODLES, NO SAUCE",27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250120"
27250122,SHRIMP AND NOODLES WITH GRAVY,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250122"
27250124,SHRIMP AND NOODLES WITH MUSHROOM SAUCE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250124"
27250126,SHRIMP AND NOODLES WITH CREAM OR WHITE SAUCE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250126"
27250128,SHRIMP AND NOODLES WITH SOY-BASED SAUCE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250128"
27250130,SHRIMP AND NOODLES WITH CHEESE SAUCE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250130"
27250132,SHRIMP AND NOODLES WITH TOMATO SAUCE,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250132"
27250150,TUNA LOAF,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250150"
27250160,TUNA CAKE OR PATTY,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250160"
27250210,CLAM CAKE OR PATTY,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250210"
27250220,OYSTER FRITTER,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250220"
27250250,FLOUNDER WITH CRAB STUFFING,27250000,5,5,5,"27250000,27200000,27000000,2,0","27250000,27200000,27000000,2,0,27250250"
